employee_id,skill_id,skill_name,proficiency,years_experience,last_used_date
EMP1213,SKL006,Node.js,Beginner,8,2025-01-25
EMP1214,SKL011,Machine Learning,Intermediate,10,2024-10-25
EMP1214,SKL007,Docker,Beginner,9,2025-03-20
EMP1214,SKL016,Project Management,Expert,0,2025-10-04
EMP1214,SKL022,Financial Modeling,Advanced,4,2024-07-03
EMP1214,SKL020,Business Analysis,Intermediate,5,2024-01-21
EMP1214,SKL005,React,Beginner,4,2024-03-22
EMP1214,SKL006,Node.js,Expert,1,2024-01-30
EMP1214,SKL027,Problem Solving,Expert,2,2025-04-17
EMP1214,SKL015,CI/CD,Intermediate,7,2025-01-12
EMP1214,SKL030,Time Management,Intermediate,7,2024-03-26
EMP1214,SKL029,Creativity,Beginner,4,2023-12-04
EMP1214,SKL031,Adaptability,Intermediate,2,2025-08-12
EMP1215,SKL018,Scrum,Intermediate,1,2025-04-28
EMP1215,SKL005,React,Advanced,10,2025-02-20
EMP1215,SKL007,Docker,Intermediate,2,2024-11-23
EMP1215,SKL021,Stakeholder Management,Expert,10,2023-11-30
EMP1215,SKL016,Project Management,Advanced,11,2024-04-03
EMP1215,SKL011,Machine Learning,Intermediate,5,2024-04-12
EMP1215,SKL001,Python,Advanced,6,2024-01-02
EMP1215,SKL023,Market Research,Intermediate,9,2025-10-17
EMP1215,SKL003,JavaScript,Intermediate,0,2024-09-04
EMP1216,SKL023,Market Research,Advanced,1,2024-06-17
EMP1216,SKL022,Financial Modeling,Advanced,7,2024-04-17
EMP1216,SKL006,Node.js,Beginner,2,2024-05-09
EMP1216,SKL019,Product Strategy,Beginner,10,2024-06-23
EMP1216,SKL014,Git,Advanced,7,2025-04-05
EMP1217,SKL018,Scrum,Beginner,1,2024-12-21
EMP1217,SKL011,Machine Learning,Expert,0,2024-01-03
EMP1217,SKL002,Java,Beginner,2,2024-10-28
EMP1217,SKL023,Market Research,Beginner,0,2023-12-24
EMP1217,SKL021,Stakeholder Management,Beginner,0,2024-08-22
EMP1217,SKL013,Data Analysis,Expert,2,2024-12-16
EMP1217,SKL012,Deep Learning,Expert,0,2023-11-18
EMP1217,SKL020,Business Analysis,Advanced,0,2024-03-22
EMP1217,SKL005,React,Advanced,1,2024-07-20
EMP1218,SKL023,Market Research,Beginner,12,2025-09-07
EMP1218,SKL012,Deep Learning,Advanced,5,2025-10-16
EMP1218,SKL007,Docker,Beginner,12,2024-09-24
EMP1218,SKL021,Stakeholder Management,Advanced,10,2024-09-08
EMP1218,SKL008,Kubernetes,Advanced,3,2024-03-10
EMP1218,SKL009,AWS,Advanced,9,2024-02-04
EMP1218,SKL016,Project Management,Beginner,0,2024-02-18
EMP1218,SKL020,Business Analysis,Expert,0,2024-12-30
EMP1218,SKL030,Time Management,Beginner,13,2024-09-29
EMP1219,SKL010,Azure,Expert,13,2024-11-15
EMP1219,SKL012,Deep Learning,Intermediate,5,2025-06-09
EMP1219,SKL011,Machine Learning,Intermediate,3,2024-01-02
EMP1219,SKL031,Adaptability,Intermediate,3,2024-09-07
EMP1219,SKL009,AWS,Advanced,9,2025-10-11
EMP1219,SKL002,Java,Advanced,11,2025-09-12
EMP1219,SKL014,Git,Beginner,2,2024-04-18
EMP1220,SKL011,Machine Learning,Beginner,2,2024-02-18
EMP1220,SKL029,Creativity,Advanced,5,2025-09-16
EMP1220,SKL022,Financial Modeling,Advanced,5,2024-04-17
EMP1220,SKL023,Market Research,Advanced,6,2024-07-07
EMP1220,SKL016,Project Management,Advanced,10,2024-10-10
EMP1220,SKL030,Time Management,Beginner,6,2025-08-06
EMP1220,SKL006,Node.js,Intermediate,5,2025-05-14
EMP1220,SKL025,Communication,Beginner,7,2025-04-09
EMP1221,SKL030,Time Management,Beginner,6,2024-11-12
EMP1221,SKL022,Financial Modeling,Expert,0,2024-03-12
EMP1221,SKL006,Node.js,Intermediate,0,2025-02-20
EMP1221,SKL031,Adaptability,Intermediate,6,2025-01-29
EMP1221,SKL016,Project Management,Intermediate,0,2025-11-08
EMP1221,SKL025,Communication,Advanced,1,2024-07-08
EMP1221,SKL002,Java,Expert,5,2025-02-08
EMP1222,SKL025,Communication,Beginner,15,2024-04-15
EMP1222,SKL019,Product Strategy,Expert,8,2024-12-04
EMP1222,SKL030,Time Management,Intermediate,15,2025-05-19
EMP1222,SKL004,SQL,Intermediate,8,2025-04-24
EMP1222,SKL013,Data Analysis,Intermediate,9,2024-10-31
EMP1223,SKL010,Azure,Advanced,0,2024-06-10
EMP1223,SKL023,Market Research,Intermediate,3,2024-04-14
EMP1223,SKL021,Stakeholder Management,Intermediate,3,2023-11-15
EMP1223,SKL016,Project Management,Beginner,1,2024-02-28
EMP1223,SKL029,Creativity,Expert,0,2024-10-21
EMP1224,SKL016,Project Management,Expert,15,2023-12-29
EMP1224,SKL010,Azure,Beginner,1,2025-08-11
EMP1224,SKL028,Critical Thinking,Expert,13,2024-09-15
EMP1224,SKL003,JavaScript,Intermediate,6,2025-02-21
EMP1224,SKL026,Team Collaboration,Advanced,13,2025-07-29
EMP1224,SKL018,Scrum,Advanced,2,2024-05-19
EMP1224,SKL023,Market Research,Intermediate,12,2024-12-22
EMP1224,SKL031,Adaptability,Advanced,14,2024-07-22
EMP1224,SKL020,Business Analysis,Beginner,0,2025-10-17
EMP1224,SKL007,Docker,Beginner,5,2025-01-25
EMP1224,SKL011,Machine Learning,Beginner,13,2025-09-22
EMP1225,SKL016,Project Management,Advanced,7,2024-11-25
EMP1225,SKL014,Git,Intermediate,3,2024-11-01
EMP1225,SKL005,React,Expert,12,2024-11-03
EMP1225,SKL011,Machine Learning,Intermediate,8,2025-01-30
EMP1225,SKL028,Critical Thinking,Advanced,1,2023-12-10
EMP1225,SKL010,Azure,Advanced,3,2025-06-04
EMP1225,SKL027,Problem Solving,Expert,9,2024-01-19
EMP1226,SKL017,Agile,Intermediate,3,2024-06-20
EMP1226,SKL001,Python,Intermediate,10,2025-03-25
EMP1226,SKL023,Market Research,Intermediate,10,2025-09-24
EMP1226,SKL025,Communication,Expert,1,2025-10-23
EMP1226,SKL002,Java,Expert,9,2024-10-29
EMP1226,SKL024,Leadership,Intermediate,6,2024-08-05
EMP1226,SKL020,Business Analysis,Beginner,6,2025-05-06
EMP1226,SKL028,Critical Thinking,Intermediate,4,2025-08-25
EMP1226,SKL018,Scrum,Beginner,5,2025-05-15
EMP1226,SKL006,Node.js,Advanced,0,2025-07-17
EMP1227,SKL014,Git,Advanced,11,2024-06-28
EMP1227,SKL030,Time Management,Expert,14,2024-09-08
EMP1227,SKL022,Financial Modeling,Expert,6,2025-02-28
EMP1227,SKL029,Creativity,Advanced,3,2025-08-10
EMP1227,SKL021,Stakeholder Management,Beginner,8,2025-07-31
EMP1227,SKL028,Critical Thinking,Intermediate,15,2025-08-31
EMP1227,SKL013,Data Analysis,Intermediate,14,2024-03-25
EMP1227,SKL015,CI/CD,Beginner,3,2024-09-27
EMP1227,SKL027,Problem Solving,Expert,15,2024-05-21
EMP1227,SKL010,Azure,Beginner,9,2024-03-28
EMP1227,SKL006,Node.js,Beginner,1,2025-10-09
EMP1228,SKL013,Data Analysis,Expert,12,2025-03-03
EMP1228,SKL006,Node.js,Advanced,11,2025-06-01
EMP1228,SKL030,Time Management,Advanced,12,2024-10-10
EMP1228,SKL009,AWS,Beginner,7,2024-10-30
EMP1228,SKL001,Python,Intermediate,8,2024-09-03
EMP1228,SKL016,Project Management,Beginner,7,2025-10-17
EMP1228,SKL005,React,Expert,7,2025-04-04
EMP1228,SKL019,Product Strategy,Beginner,2,2024-03-31
EMP1229,SKL028,Critical Thinking,Intermediate,2,2025-05-05
EMP1229,SKL011,Machine Learning,Advanced,2,2025-01-24
EMP1229,SKL029,Creativity,Advanced,2,2024-01-23
EMP1229,SKL009,AWS,Intermediate,2,2024-09-10
EMP1229,SKL004,SQL,Intermediate,2,2025-05-05
EMP1229,SKL005,React,Beginner,2,2023-12-13
EMP1230,SKL009,AWS,Expert,1,2024-05-14
EMP1230,SKL027,Problem Solving,Beginner,1,2025-09-27
EMP1230,SKL019,Product Strategy,Advanced,1,2025-09-16
EMP1231,SKL025,Communication,Intermediate,4,2024-03-11
EMP1231,SKL016,Project Management,Intermediate,2,2024-06-09
EMP1231,SKL011,Machine Learning,Beginner,2,2025-09-25
EMP1232,SKL007,Docker,Expert,11,2025-03-11
EMP1232,SKL002,Java,Beginner,5,2024-12-31
EMP1232,SKL017,Agile,Beginner,8,2024-06-23
EMP1232,SKL020,Business Analysis,Expert,3,2025-04-10
EMP1232,SKL015,CI/CD,Advanced,1,2025-10-21
EMP1232,SKL028,Critical Thinking,Beginner,2,2023-12-31
EMP1232,SKL004,SQL,Advanced,4,2025-05-05
EMP1232,SKL031,Adaptability,Beginner,6,2025-05-27
EMP1232,SKL016,Project Management,Beginner,0,2025-05-24
EMP1232,SKL011,Machine Learning,Expert,5,2025-10-10
EMP1233,SKL008,Kubernetes,Intermediate,9,2024-04-26
EMP1233,SKL028,Critical Thinking,Intermediate,9,2025-10-15
EMP1233,SKL005,React,Beginner,11,2024-11-27
EMP1234,SKL007,Docker,Intermediate,13,2024-09-24
EMP1234,SKL025,Communication,Beginner,1,2025-06-23
EMP1234,SKL027,Problem Solving,Expert,4,2025-01-12
EMP1234,SKL005,React,Advanced,6,2024-02-12
EMP1234,SKL021,Stakeholder Management,Intermediate,12,2024-08-22
EMP1234,SKL015,CI/CD,Expert,15,2024-01-08
EMP1234,SKL017,Agile,Beginner,5,2025-06-18
EMP1234,SKL014,Git,Advanced,6,2024-01-30
EMP1234,SKL029,Creativity,Expert,7,2024-12-05
EMP1234,SKL016,Project Management,Expert,6,2025-06-27
EMP1235,SKL007,Docker,Intermediate,3,2025-07-07
EMP1235,SKL027,Problem Solving,Expert,12,2024-07-20
EMP1235,SKL028,Critical Thinking,Intermediate,12,2024-09-23
EMP1235,SKL005,React,Intermediate,10,2024-10-25
EMP1236,SKL004,SQL,Expert,5,2024-03-17
EMP1236,SKL029,Creativity,Intermediate,0,2024-05-24
EMP1236,SKL012,Deep Learning,Beginner,15,2024-04-19
EMP1236,SKL006,Node.js,Advanced,5,2024-12-07
EMP1236,SKL023,Market Research,Intermediate,3,2023-12-14
EMP1236,SKL021,Stakeholder Management,Expert,13,2024-11-02
EMP1236,SKL018,Scrum,Intermediate,12,2023-11-30
EMP1237,SKL008,Kubernetes,Intermediate,7,2024-01-05
EMP1237,SKL012,Deep Learning,Intermediate,7,2025-03-20
EMP1237,SKL024,Leadership,Advanced,12,2025-05-02
EMP1237,SKL005,React,Advanced,2,2025-04-17
EMP1237,SKL007,Docker,Expert,9,2025-06-14
EMP1237,SKL006,Node.js,Beginner,0,2024-11-02
EMP1238,SKL025,Communication,Beginner,3,2024-09-01
EMP1238,SKL018,Scrum,Beginner,14,2024-08-02
EMP1238,SKL029,Creativity,Advanced,8,2025-06-11
EMP1238,SKL015,CI/CD,Intermediate,3,2024-09-15
EMP1238,SKL014,Git,Beginner,6,2025-09-04
EMP1238,SKL007,Docker,Intermediate,7,2024-04-08
EMP1238,SKL021,Stakeholder Management,Advanced,15,2024-09-13
EMP1238,SKL023,Market Research,Intermediate,10,2023-12-09
EMP1238,SKL004,SQL,Intermediate,4,2023-11-18
EMP1238,SKL001,Python,Beginner,11,2024-05-22
EMP1238,SKL030,Time Management,Intermediate,1,2024-02-07
EMP1238,SKL031,Adaptability,Expert,3,2025-05-13
EMP1239,SKL003,JavaScript,Expert,0,2025-10-22
EMP1239,SKL028,Critical Thinking,Advanced,12,2024-02-24
EMP1239,SKL024,Leadership,Expert,11,2024-07-21
EMP1239,SKL010,Azure,Expert,9,2025-04-13
EMP1239,SKL012,Deep Learning,Advanced,15,2025-06-13
EMP1239,SKL014,Git,Beginner,1,2024-11-04
EMP1239,SKL025,Communication,Intermediate,14,2024-11-20
EMP1239,SKL020,Business Analysis,Advanced,6,2024-11-02
EMP1239,SKL019,Product Strategy,Intermediate,15,2024-01-02
EMP1239,SKL005,React,Beginner,11,2024-01-13
EMP1240,SKL027,Problem Solving,Intermediate,4,2025-01-08
EMP1240,SKL011,Machine Learning,Intermediate,8,2025-04-03
EMP1240,SKL013,Data Analysis,Beginner,4,2024-05-16
EMP1240,SKL024,Leadership,Intermediate,8,2025-05-17
EMP1240,SKL016,Project Management,Advanced,4,2024-10-14
EMP1241,SKL029,Creativity,Intermediate,0,2024-02-26
EMP1241,SKL026,Team Collaboration,Beginner,0,2024-11-09
EMP1241,SKL007,Docker,Advanced,0,2025-08-08
EMP1241,SKL019,Product Strategy,Beginner,0,2024-06-13
EMP1241,SKL016,Project Management,Intermediate,0,2025-08-24
EMP1241,SKL025,Communication,Intermediate,0,2024-03-14
EMP1241,SKL003,JavaScript,Expert,0,2024-03-21
EMP1242,SKL023,Market Research,Advanced,0,2025-08-22
EMP1242,SKL027,Problem Solving,Intermediate,1,2023-11-24
EMP1242,SKL002,Java,Expert,3,2025-02-23
EMP1242,SKL016,Project Management,Beginner,1,2024-01-27
EMP1242,SKL028,Critical Thinking,Expert,5,2024-03-26
EMP1242,SKL005,React,Advanced,4,2024-06-25
EMP1242,SKL009,AWS,Advanced,3,2024-02-14
EMP1242,SKL003,JavaScript,Beginner,6,2024-12-29
EMP1242,SKL025,Communication,Intermediate,0,2025-06-07
EMP1242,SKL019,Product Strategy,Beginner,4,2024-09-08
EMP1243,SKL024,Leadership,Expert,0,2024-03-19
EMP1243,SKL030,Time Management,Beginner,1,2024-01-09
EMP1243,SKL011,Machine Learning,Intermediate,0,2025-04-14
EMP1243,SKL010,Azure,Advanced,2,2025-06-25
EMP1243,SKL017,Agile,Intermediate,2,2023-11-18
EMP1243,SKL027,Problem Solving,Beginner,2,2025-04-19
EMP1243,SKL005,React,Expert,1,2024-06-09
EMP1243,SKL015,CI/CD,Intermediate,0,2024-03-08
EMP1243,SKL007,Docker,Intermediate,1,2024-10-17
EMP1243,SKL009,AWS,Intermediate,2,2024-08-14
EMP1243,SKL013,Data Analysis,Expert,1,2024-03-27
EMP1244,SKL005,React,Beginner,3,2024-04-26
EMP1244,SKL001,Python,Beginner,11,2025-05-17
EMP1244,SKL024,Leadership,Advanced,9,2023-12-06
EMP1244,SKL014,Git,Beginner,6,2025-10-03
EMP1244,SKL011,Machine Learning,Intermediate,4,2025-04-17
EMP1244,SKL031,Adaptability,Beginner,1,2024-12-27
EMP1244,SKL026,Team Collaboration,Advanced,4,2024-04-25
EMP1244,SKL022,Financial Modeling,Intermediate,6,2024-10-18
EMP1244,SKL017,Agile,Intermediate,9,2025-05-04
EMP1245,SKL009,AWS,Expert,0,2023-12-17
EMP1245,SKL024,Leadership,Expert,0,2025-08-20
EMP1245,SKL007,Docker,Intermediate,0,2025-03-17
EMP1245,SKL015,CI/CD,Expert,0,2025-08-01
EMP1245,SKL004,SQL,Beginner,0,2024-12-20
EMP1245,SKL030,Time Management,Beginner,0,2025-03-21
EMP1245,SKL017,Agile,Intermediate,0,2025-04-07
EMP1245,SKL010,Azure,Intermediate,0,2025-05-19
EMP1245,SKL031,Adaptability,Beginner,0,2025-04-05
EMP1245,SKL013,Data Analysis,Intermediate,0,2025-10-06
EMP1245,SKL021,Stakeholder Management,Expert,0,2024-01-28
EMP1246,SKL001,Python,Intermediate,1,2024-09-08
EMP1246,SKL014,Git,Beginner,3,2025-04-29
EMP1246,SKL009,AWS,Intermediate,0,2024-07-06
EMP1246,SKL010,Azure,Beginner,3,2024-10-19
EMP1246,SKL013,Data Analysis,Advanced,2,2023-12-20
EMP1246,SKL029,Creativity,Advanced,1,2025-02-16
EMP1246,SKL028,Critical Thinking,Expert,2,2023-11-13
EMP1246,SKL005,React,Intermediate,3,2023-12-17
EMP1246,SKL015,CI/CD,Intermediate,2,2025-07-01
EMP1247,SKL024,Leadership,Expert,3,2024-08-29
EMP1247,SKL018,Scrum,Beginner,3,2025-06-27
EMP1247,SKL023,Market Research,Beginner,3,2024-04-14
EMP1247,SKL017,Agile,Expert,0,2025-10-31
EMP1247,SKL007,Docker,Beginner,3,2024-05-21
EMP1247,SKL012,Deep Learning,Expert,5,2024-08-26
EMP1247,SKL030,Time Management,Advanced,0,2025-10-15
EMP1247,SKL014,Git,Beginner,2,2024-05-13
EMP1247,SKL026,Team Collaboration,Intermediate,7,2024-04-13
EMP1248,SKL001,Python,Expert,1,2024-01-19
EMP1248,SKL031,Adaptability,Intermediate,1,2023-11-22
EMP1248,SKL002,Java,Expert,0,2024-10-02
EMP1248,SKL021,Stakeholder Management,Intermediate,0,2023-12-01
EMP1248,SKL014,Git,Intermediate,1,2023-11-21
EMP1248,SKL028,Critical Thinking,Expert,1,2024-07-28
EMP1249,SKL018,Scrum,Beginner,2,2025-08-08
EMP1249,SKL008,Kubernetes,Intermediate,0,2024-04-07
EMP1249,SKL003,JavaScript,Intermediate,11,2025-04-21
EMP1249,SKL019,Product Strategy,Intermediate,13,2025-04-12
EMP1249,SKL006,Node.js,Intermediate,9,2023-12-29
EMP1249,SKL027,Problem Solving,Expert,12,2024-04-29
EMP1249,SKL005,React,Intermediate,8,2025-09-25
EMP1250,SKL014,Git,Beginner,10,2024-01-24
EMP1250,SKL029,Creativity,Advanced,5,2025-07-20
EMP1250,SKL020,Business Analysis,Advanced,7,2025-08-19
EMP1250,SKL003,JavaScript,Advanced,1,2025-08-16
EMP1250,SKL004,SQL,Advanced,14,2025-04-08
EMP1251,SKL002,Java,Intermediate,2,2024-03-19
EMP1251,SKL003,JavaScript,Intermediate,2,2025-05-25
EMP1251,SKL031,Adaptability,Beginner,13,2024-03-18
EMP1251,SKL011,Machine Learning,Intermediate,12,2023-12-14
EMP1251,SKL021,Stakeholder Management,Intermediate,3,2024-09-27
EMP1251,SKL007,Docker,Advanced,14,2024-12-12
EMP1251,SKL026,Team Collaboration,Advanced,13,2024-02-01
EMP1251,SKL019,Product Strategy,Expert,1,2025-08-04
EMP1251,SKL010,Azure,Advanced,1,2024-07-21
EMP1252,SKL030,Time Management,Advanced,12,2024-07-17
EMP1252,SKL008,Kubernetes,Beginner,6,2025-01-19
EMP1252,SKL009,AWS,Beginner,8,2025-03-10
EMP1252,SKL026,Team Collaboration,Intermediate,0,2024-04-05
EMP1252,SKL015,CI/CD,Beginner,7,2025-03-09
EMP1252,SKL021,Stakeholder Management,Intermediate,5,2024-04-18
EMP1252,SKL004,SQL,Advanced,4,2025-11-04
EMP1252,SKL014,Git,Expert,7,2025-01-03
EMP1252,SKL022,Financial Modeling,Intermediate,4,2024-09-11
EMP1253,SKL022,Financial Modeling,Advanced,0,2025-11-08
EMP1253,SKL028,Critical Thinking,Beginner,10,2024-10-07
EMP1253,SKL005,React,Beginner,9,2024-02-11
EMP1253,SKL014,Git,Advanced,11,2024-05-08
EMP1253,SKL007,Docker,Beginner,3,2024-04-24
EMP1253,SKL023,Market Research,Beginner,1,2024-01-31
EMP1253,SKL024,Leadership,Advanced,11,2024-08-12
EMP1253,SKL009,AWS,Beginner,1,2024-07-18
EMP1253,SKL016,Project Management,Expert,3,2024-03-23
EMP1254,SKL023,Market Research,Beginner,1,2023-11-21
EMP1254,SKL001,Python,Advanced,1,2024-09-17
EMP1254,SKL026,Team Collaboration,Intermediate,1,2025-03-31
EMP1254,SKL004,SQL,Beginner,1,2024-07-12
EMP1254,SKL017,Agile,Beginner,1,2023-11-19
EMP1254,SKL030,Time Management,Expert,0,2024-09-07
EMP1254,SKL007,Docker,Expert,0,2024-04-23
EMP1254,SKL013,Data Analysis,Expert,1,2024-10-31
EMP1255,SKL008,Kubernetes,Advanced,10,2024-04-28
EMP1255,SKL020,Business Analysis,Intermediate,8,2023-12-31
EMP1255,SKL030,Time Management,Beginner,6,2025-04-04
EMP1255,SKL006,Node.js,Advanced,8,2025-08-04
EMP1255,SKL026,Team Collaboration,Beginner,3,2024-06-13
EMP1256,SKL023,Market Research,Expert,2,2025-03-28
EMP1256,SKL017,Agile,Expert,5,2025-03-08
EMP1256,SKL026,Team Collaboration,Expert,6,2024-08-22
EMP1257,SKL013,Data Analysis,Expert,1,2023-12-14
EMP1257,SKL025,Communication,Expert,2,2024-01-01
EMP1257,SKL008,Kubernetes,Intermediate,0,2025-09-27
EMP1257,SKL015,CI/CD,Expert,2,2024-04-27
EMP1257,SKL027,Problem Solving,Expert,1,2024-09-24
EMP1257,SKL029,Creativity,Advanced,0,2024-07-01
EMP1257,SKL031,Adaptability,Intermediate,2,2025-06-28
EMP1257,SKL019,Product Strategy,Intermediate,4,2025-02-17
EMP1257,SKL024,Leadership,Advanced,3,2024-12-02
EMP1257,SKL018,Scrum,Beginner,2,2024-01-28
EMP1258,SKL029,Creativity,Expert,2,2025-05-16
EMP1258,SKL014,Git,Expert,0,2024-12-30
EMP1258,SKL025,Communication,Expert,0,2025-07-16
EMP1258,SKL003,JavaScript,Intermediate,0,2025-10-26
EMP1258,SKL009,AWS,Advanced,0,2025-08-31
EMP1258,SKL020,Business Analysis,Advanced,1,2025-01-25
EMP1258,SKL001,Python,Advanced,0,2024-03-22
EMP1258,SKL008,Kubernetes,Beginner,1,2024-05-23
EMP1258,SKL007,Docker,Beginner,1,2024-01-22
EMP1258,SKL019,Product Strategy,Intermediate,0,2025-02-17
EMP1258,SKL023,Market Research,Expert,2,2024-07-18
EMP1259,SKL005,React,Intermediate,10,2025-03-14
EMP1259,SKL006,Node.js,Beginner,4,2025-05-03
EMP1259,SKL003,JavaScript,Intermediate,11,2024-09-06
EMP1259,SKL015,CI/CD,Advanced,10,2025-04-19
EMP1259,SKL002,Java,Intermediate,1,2025-10-28
EMP1259,SKL013,Data Analysis,Advanced,3,2025-07-01
EMP1259,SKL014,Git,Intermediate,8,2025-05-01
EMP1259,SKL012,Deep Learning,Advanced,9,2024-02-21
EMP1259,SKL027,Problem Solving,Intermediate,5,2024-07-24
EMP1259,SKL028,Critical Thinking,Advanced,0,2024-03-25
EMP1260,SKL009,AWS,Expert,3,2025-03-17
EMP1260,SKL022,Financial Modeling,Expert,5,2025-06-23
EMP1260,SKL018,Scrum,Intermediate,2,2025-09-26
EMP1260,SKL017,Agile,Advanced,2,2025-04-27
EMP1260,SKL026,Team Collaboration,Intermediate,1,2024-07-13
EMP1260,SKL010,Azure,Beginner,5,2025-09-01
EMP1260,SKL011,Machine Learning,Advanced,5,2025-04-10
EMP1260,SKL020,Business Analysis,Advanced,4,2024-11-18
EMP1260,SKL025,Communication,Beginner,3,2024-01-01
EMP1260,SKL029,Creativity,Advanced,1,2024-07-27
EMP1260,SKL004,SQL,Beginner,4,2023-11-23
EMP1260,SKL028,Critical Thinking,Advanced,1,2025-02-24
EMP1261,SKL017,Agile,Advanced,4,2025-10-18
EMP1261,SKL021,Stakeholder Management,Beginner,2,2025-02-06
EMP1261,SKL026,Team Collaboration,Intermediate,9,2024-10-23
EMP1262,SKL012,Deep Learning,Beginner,13,2024-09-01
EMP1262,SKL024,Leadership,Advanced,4,2024-12-10
EMP1262,SKL026,Team Collaboration,Intermediate,8,2025-03-21
EMP1262,SKL019,Product Strategy,Beginner,7,2025-06-08
EMP1262,SKL018,Scrum,Intermediate,6,2024-05-08
EMP1262,SKL031,Adaptability,Intermediate,9,2024-12-05
EMP1262,SKL021,Stakeholder Management,Intermediate,11,2025-02-08
EMP1262,SKL011,Machine Learning,Beginner,2,2025-05-10
EMP1262,SKL020,Business Analysis,Expert,6,2023-11-20
EMP1262,SKL008,Kubernetes,Expert,12,2024-05-08
EMP1262,SKL023,Market Research,Advanced,1,2023-11-26
EMP1263,SKL006,Node.js,Beginner,3,2025-03-02
EMP1263,SKL010,Azure,Beginner,0,2025-06-21
EMP1263,SKL024,Leadership,Intermediate,0,2025-10-06
EMP1263,SKL005,React,Beginner,11,2024-02-14
EMP1263,SKL013,Data Analysis,Expert,7,2024-07-06
EMP1263,SKL014,Git,Beginner,1,2024-05-11
EMP1263,SKL007,Docker,Advanced,15,2025-06-05
EMP1263,SKL019,Product Strategy,Expert,11,2024-10-07
EMP1263,SKL031,Adaptability,Intermediate,2,2025-06-20
EMP1263,SKL028,Critical Thinking,Advanced,11,2024-05-17
EMP1264,SKL031,Adaptability,Beginner,1,2025-03-05
EMP1264,SKL021,Stakeholder Management,Advanced,0,2024-01-10
EMP1264,SKL027,Problem Solving,Intermediate,1,2023-12-26
EMP1264,SKL017,Agile,Beginner,2,2024-02-24
EMP1264,SKL030,Time Management,Beginner,1,2024-08-26
EMP1264,SKL008,Kubernetes,Intermediate,0,2024-12-01
EMP1264,SKL022,Financial Modeling,Advanced,2,2024-06-27
EMP1264,SKL018,Scrum,Expert,2,2024-04-14
EMP1264,SKL015,CI/CD,Beginner,2,2024-03-06
EMP1264,SKL026,Team Collaboration,Advanced,2,2024-08-27
EMP1265,SKL001,Python,Beginner,2,2024-04-16
EMP1265,SKL030,Time Management,Beginner,2,2025-03-22
EMP1265,SKL028,Critical Thinking,Intermediate,5,2023-12-09
EMP1265,SKL029,Creativity,Expert,2,2024-05-12
EMP1265,SKL009,AWS,Advanced,4,2025-10-27
EMP1265,SKL018,Scrum,Advanced,1,2025-05-26
EMP1266,SKL011,Machine Learning,Beginner,9,2025-02-16
EMP1266,SKL013,Data Analysis,Beginner,15,2024-10-19
EMP1266,SKL006,Node.js,Expert,4,2025-06-06
EMP1266,SKL021,Stakeholder Management,Expert,6,2025-09-21
EMP1266,SKL007,Docker,Expert,3,2024-07-22
EMP1266,SKL012,Deep Learning,Advanced,6,2024-02-22
EMP1266,SKL017,Agile,Intermediate,2,2024-06-13
EMP1266,SKL014,Git,Beginner,11,2024-07-13
EMP1266,SKL016,Project Management,Intermediate,14,2025-03-23
EMP1266,SKL018,Scrum,Expert,12,2025-07-13
EMP1267,SKL031,Adaptability,Advanced,3,2025-06-22
EMP1267,SKL009,AWS,Beginner,3,2023-12-10
EMP1267,SKL005,React,Intermediate,0,2024-12-18
EMP1267,SKL027,Problem Solving,Intermediate,4,2025-07-16
EMP1267,SKL016,Project Management,Beginner,0,2024-09-27
EMP1267,SKL012,Deep Learning,Expert,1,2025-03-27
EMP1267,SKL015,CI/CD,Intermediate,3,2025-08-02
EMP1267,SKL002,Java,Intermediate,3,2024-06-21
EMP1267,SKL026,Team Collaboration,Advanced,2,2025-06-14
EMP1267,SKL014,Git,Beginner,4,2023-11-28
EMP1267,SKL001,Python,Beginner,1,2024-05-05
EMP1268,SKL010,Azure,Advanced,4,2025-08-28
EMP1268,SKL005,React,Intermediate,5,2025-06-01
EMP1268,SKL004,SQL,Advanced,0,2024-07-24
EMP1268,SKL008,Kubernetes,Advanced,1,2024-08-02
EMP1268,SKL027,Problem Solving,Expert,3,2024-05-16
EMP1268,SKL016,Project Management,Intermediate,2,2024-04-17
EMP1268,SKL025,Communication,Expert,5,2025-01-01
EMP1268,SKL013,Data Analysis,Beginner,3,2023-12-22
EMP1269,SKL014,Git,Advanced,6,2025-10-14
EMP1269,SKL005,React,Advanced,10,2025-10-22
EMP1269,SKL001,Python,Advanced,10,2025-04-09
EMP1269,SKL018,Scrum,Beginner,2,2024-05-20
EMP1269,SKL011,Machine Learning,Beginner,9,2025-07-24
EMP1269,SKL020,Business Analysis,Beginner,11,2025-04-26
EMP1269,SKL025,Communication,Intermediate,12,2025-05-03
EMP1269,SKL023,Market Research,Beginner,11,2025-05-21
EMP1270,SKL016,Project Management,Advanced,15,2024-04-30
EMP1270,SKL006,Node.js,Intermediate,0,2025-02-24
EMP1270,SKL005,React,Beginner,2,2025-09-17
EMP1270,SKL025,Communication,Beginner,1,2024-09-01
EMP1270,SKL012,Deep Learning,Intermediate,4,2024-12-19
EMP1270,SKL003,JavaScript,Advanced,2,2024-07-16
EMP1270,SKL021,Stakeholder Management,Intermediate,8,2024-03-31
EMP1270,SKL010,Azure,Intermediate,1,2024-10-18
